App;Tool;Method;Third_Parties;Loc_Addr;Serv_Addr;URL;Error
N/A;MITMPROXY;Request;N/A;192.168.0.113:42550;142.250.200.138:443;https://imasdk.googleapis.com/...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42430;18.154.41.83:443;https://abcnews.entertainment....;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42430;18.154.41.83:443;https://abcnews.entertainment....;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42430;18.154.41.83:443;https://abcnews.entertainment....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42550;142.250.200.138:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42486;18.154.41.34:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42486;18.154.41.34:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42486;18.154.41.34:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42430;18.154.41.83:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42430;18.154.41.83:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42430;18.154.41.83:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42552;63.140.62.160:443;https://abcnews.hb-api.omtrdc....;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42554;18.154.22.48:443;https://cdn-gl.imrworldwide.co...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42554;18.154.22.48:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42552;63.140.62.160:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42556;199.127.194.108:443;https://27f19c7c68e3eadf7756fb...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42556;199.127.194.108:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42560;18.67.240.115:443;https://abcnews.go.com/video/c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42560;18.67.240.115:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42552;63.140.62.160:443;https://abcnews.hb-api.omtrdc....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42552;63.140.62.160:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42566;108.157.98.10:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42552;63.140.62.160:443;https://abcnews.hb-api.omtrdc....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42566;108.157.98.10:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42552;63.140.62.160:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42552;63.140.62.160:443;https://abcnews.hb-api.omtrdc....;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42576;108.157.98.10:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42552;63.140.62.160:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42576;108.157.98.10:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42592;108.157.98.120:443;https://sb.scorecardresearch.c...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42592;108.157.98.120:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42552;63.140.62.160:443;https://abcnews.hb-api.omtrdc....;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42558;2.21.37.55:443;https://service-pkgabcnews.aka...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42552;63.140.62.160:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42558;2.21.37.55:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42552;63.140.62.160:443;https://abcnews.hb-api.omtrdc....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42552;63.140.62.160:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42622;;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42730;157.240.5.12:443;https://graph.facebook.com/v9....;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42728;157.240.5.12:443;https://graph.facebook.com/v9....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42730;157.240.5.12:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42728;157.240.5.12:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42726;157.240.5.12:443;https://graph.facebook.com/v9....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42726;157.240.5.12:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42732;152.195.53.200:443;https://service.cmp.oath.com/c...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42728;157.240.5.12:443;https://graph.facebook.com/v9....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42728;157.240.5.12:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42734;52.58.247.97:443;https://app.ssp.yahoo.com/adma...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42732;152.195.53.200:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42734;52.58.247.97:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42742;77.209.227.123:443;https://config.unityads.unity3...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42742;77.209.227.123:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42750;13.33.232.117:443;https://init.supersonicads.com...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42728;157.240.5.12:443;https://graph.facebook.com/v9....;-
com.home.weather.radar;MITMPROXY;Request;N/A;192.168.0.113:42736;142.250.200.130:443;https://googleads.g.doubleclic...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42740;54.236.97.197:443;https://connect.tapjoy.com/api...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42742;77.209.227.123:443;https://config.unityads.unity3...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42748;44.206.139.183:443;https://ads.api.vungle.com/con...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42750;13.33.232.117:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42736;142.250.200.130:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42742;77.209.227.123:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42728;157.240.5.12:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42748;44.206.139.183:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42740;54.236.97.197:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42758;151.139.128.10:443;https://pubnative.info/country;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42738;54.164.142.131:443;https://api.weatherhomeapp.com...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42758;151.139.128.10:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42738;54.164.142.131:443;-;-
com.home.weather.radar;MITMPROXY;Request;N/A;192.168.0.113:42736;142.250.200.130:443;https://googleads.g.doubleclic...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42736;142.250.200.130:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42760;34.111.158.155:443;https://ads.mopub.com/m/open;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42770;108.157.109.18:443;https://outcome-ssp.supersonic...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42774;157.240.5.12:443;https://graph.facebook.com/v9....;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42774;157.240.5.12:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42778;108.157.87.110:443;https://networksdk.ssacdn.com/...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42760;34.111.158.155:443;-;-
com.home.weather.radar;MITMPROXY;Request;N/A;192.168.0.113:42790;18.154.48.38:443;https://ws.tapjoyads.com/event...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42778;108.157.87.110:443;-;-
com.home.weather.radar;MITMPROXY;Request;N/A;192.168.0.113:42794;108.157.87.110:443;https://networksdk.ssacdn.com/...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42796;142.250.200.106:443;https://firebaseremoteconfig.g...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/session;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42770;108.157.109.18:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42764;34.111.158.155:443;https://ads.mopub.com/m/gdpr_s...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42794;108.157.87.110:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42772;52.203.223.249:443;https://location.alltheapps.or...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42796;142.250.200.106:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42768;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42790;18.154.48.38:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42764;34.111.158.155:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42788;3.229.40.155:443;https://rpc.tapjoy.com/api/v1/...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42768;34.111.158.155:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42772;52.203.223.249:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/event;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42772;52.203.223.249:443;https://location.alltheapps.or...;-
com.home.weather.radar;MITMPROXY;Request;N/A;192.168.0.113:42808;108.157.87.110:443;https://networksdk.ssacdn.com/...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42792;54.204.188.95:443;https://placements.tapjoy.com/...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42808;108.157.87.110:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42772;52.203.223.249:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42768;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/third_p...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42768;34.111.158.155:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42738;54.164.142.131:443;https://api.weatherhomeapp.com...;-
com.home.weather.radar;MITMPROXY;Request;N/A;192.168.0.113:42790;18.154.48.38:443;https://ws.tapjoyads.com/favic...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/event;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42790;18.154.48.38:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42738;54.164.142.131:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42814;108.157.109.114:443;https://content.tapjoy.com/off...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42812;108.157.109.114:443;https://content.tapjoy.com/off...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42816;108.157.109.114:443;https://content.tapjoy.com/off...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42814;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42816;108.157.109.114:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42818;108.157.109.114:443;https://content.tapjoy.com/off...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42820;108.157.109.114:443;https://content.tapjoy.com/off...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42788;3.229.40.155:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42818;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42792;54.204.188.95:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42814;108.157.109.114:443;https://content.tapjoy.com/off...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42812;108.157.109.114:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42818;108.157.109.114:443;https://content.tapjoy.com/com...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42814;108.157.109.114:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42816;108.157.109.114:443;https://content.tapjoy.com/com...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42738;54.164.142.131:443;https://api.weatherhomeapp.com...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42820;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42818;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42816;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42738;54.164.142.131:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/third_p...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42816;108.157.109.114:443;https://content.tapjoy.com/ass...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42814;108.157.109.114:443;https://content.tapjoy.com/ass...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42816;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42814;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42816;108.157.109.114:443;https://content.tapjoy.com/ass...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42812;108.157.109.114:443;https://content.tapjoy.com/ass...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42816;108.157.109.114:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42814;108.157.109.114:443;https://content.tapjoy.com/ass...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42818;108.157.109.114:443;https://content.tapjoy.com/ass...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/event;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42822;34.110.229.214:443;https://publisher-config.unity...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42832;108.157.87.110:443;https://networksdk.ssacdn.com/...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42828;108.157.87.110:443;https://networksdk.ssacdn.com/...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42830;108.157.87.110:443;https://networksdk.ssacdn.com/...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42826;108.157.87.110:443;https://networksdk.ssacdn.com/...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42812;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42818;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42814;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42832;108.157.87.110:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42828;108.157.87.110:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42768;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42826;108.157.87.110:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42816;108.157.109.114:443;https://content.tapjoy.com/ass...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42820;108.157.109.114:443;https://content.tapjoy.com/ass...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42822;34.110.229.214:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42830;108.157.87.110:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42818;108.157.109.114:443;https://content.tapjoy.com/ass...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42812;108.157.109.114:443;https://content.tapjoy.com/ass...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42816;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42820;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42818;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42812;108.157.109.114:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42768;34.111.158.155:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/third_p...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42768;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42836;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42768;34.111.158.155:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42842;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/event;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42836;34.111.158.155:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42822;34.110.229.214:443;https://publisher-config.unity...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42842;34.111.158.155:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42822;34.110.229.214:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42836;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42836;34.111.158.155:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42842;34.111.158.155:443;https://ads.mopub.com/m/ad;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42840;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/third_p...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42842;34.111.158.155:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42840;34.111.158.155:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/event;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42768;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42768;34.111.158.155:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42844;34.225.171.79:443;https://adserver.myhomeapps.co...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/third_p...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42844;34.225.171.79:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/event;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42768;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42836;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42768;34.111.158.155:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/third_p...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42836;34.111.158.155:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42848;185.151.204.13:443;https://app.adjust.com/attribu...;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/session;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42848;185.151.204.13:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42768;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42768;34.111.158.155:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42768;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42768;34.111.158.155:443;-;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;MITMPROXY;Request;N/A;192.168.0.113:42768;34.111.158.155:443;https://ads.mopub.com/m/ad;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42768;34.111.158.155:443;-;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42798;;-;-
N/A;MITMPROXY;Request;N/A;192.168.0.113:42776;185.151.204.13:443;https://app.adjust.com/attribu...;-
N/A;MITMPROXY;Response;N/A;192.168.0.113:42776;185.151.204.13:443;-;-
